Customer_Reviews,Cleaned_Reviews,Sentiment_score,Sentiment
"

  Not connecting to WiFi

",not connect wifi,0.0,neutral
"

  Apart from battery life its superb in  speed, smart look and light weight

",apart battery life superb speed smart look light weight,0.7783,positive
"

  Black screen again and again

",black screen,0.0,neutral
"

  Bought a week before it's not working now

",buy week not work,0.0,neutral
"

  Good , liked it

",good like,0.6597,positive
"

  Not Gud for battery life

",not gud battery life,0.0,neutral
"

  Battery Life very very low  and camera is not good else very good laptop

",battery life low camera not good else good laptop,-0.7106,negative
"

  High speed net and wifi high provesdi

",high speed net wifi high provesdi,0.0,neutral
"

  Very bed

",bed,0.0,neutral
"

  we have not received the bill and warranty or guranti card of the product

",not receive bill warranty guranti card product,0.0,neutral
"

  Best product in best range

",best product best range,0.8555,positive
"

  Camera Quality is Average

",camera quality average,0.0,neutral
"

  It is good in thise price

",good thise price,0.4404,positive
"

  Very bad product

",bad product,-0.5423,negative
"

  It's not for gaming but it's good to use for students

",not game good use student,-0.3412,negative
"

  Volume id very low...

",volume id low,-0.2732,negative
"

  Very poor battery backup . Can be used less than 45mins.

",poor battery backup use less 45mins,-0.4767,negative
"

  All of 4 star review

",4 star review,0.0,neutral
"

  Very bad product .

",bad product,-0.5423,negative
"

  Excellent product as per my expectation

",excellent product per expectation,0.5719,positive
"

  Worst camera

",bad camera,-0.5423,negative
"

  Nice

",nice,0.4215,positive
"

  Very fast

",fast,0.0,neutral
"

  Its been just 1 month adapter not working

",1 month adapter not work,0.0,neutral
"

  Not Good item

",not good item,-0.3412,negative
"

  The display quality is so bad. Please dont waste your money on this laptop. The colour are so washed out. And the camera is the worst I've ever seen. Don't make the mistake which I've made.I've tried changing the colour settings, still there not much change. It's a hardware problem. I feel cheated.

",display quality bad please do not waste money laptop colour wash out camera worst ever see make mistake madei try change colour setting still not much change hardware problem feel cheat,-0.9015,negative
